@relation 'Desercion_Academica-weka.filters.AllFilter-weka.filters.unsupervised.attribute.Remove-R1-3,10-12'

@attribute Edad numeric
@attribute Semestre numeric
@attribute AsignaturasCursadas numeric
@attribute AsignaturasAprobadas numeric
@attribute CreditosCursados numeric
@attribute CreditosAprobados numeric
@attribute Estado {GRADUADO,DESERTOR,ACTIVO}

@data
25,7,49,47,135,129,ACTIVO
31,1,5,0,15,0,DESERTOR
21,2,17,4,48,12,ACTIVO
20,3,11,11,29,29,ACTIVO
41,10,66,57,173,145,GRADUADO
41,10,66,57,173,145,GRADUADO
38,10,56,53,149,142,GRADUADO
38,10,56,53,149,142,GRADUADO
28,3,33,21,93,61,ACTIVO
30,6,74,25,201,67,DESERTOR
36,3,15,9,46,27,DESERTOR
25,2,16,7,46,20,ACTIVO
40,9,6,6,6,6,GRADUADO
40,2,12,12,33,33,GRADUADO
28,1,19,5,61,16,DESERTOR
47,2,12,12,33,33,GRADUADO
40,10,35,34,99,96,GRADUADO
31,1,10,8,28,23,ACTIVO
25,3,15,15,39,39,ACTIVO
26,2,16,9,49,26,DESERTOR
24,1,8,0,24,0,DESERTOR
24,1,11,8,33,23,DESERTOR
21,3,12,12,34,34,ACTIVO
28,10,75,46,200,124,GRADUADO
23,8,46,44,125,120,ACTIVO
24,1,6,0,18,0,DESERTOR
24,3,5,2,13,5,ACTIVO
27,10,56,55,149,146,GRADUADO
27,2,11,7,32,20,DESERTOR
23,5,27,21,71,55,ACTIVO
22,4,30,25,82,68,ACTIVO
24,4,65,16,184,44,DESERTOR
23,2,8,4,21,10,ACTIVO
31,1,12,8,34,21,DESERTOR
23,3,25,15,67,41,DESERTOR
26,10,70,60,189,162,GRADUADO
30,4,24,22,65,59,ACTIVO
29,10,50,50,136,136,GRADUADO
28,9,67,60,173,157,GRADUADO
28,9,67,60,173,157,GRADUADO
21,1,9,7,27,21,ACTIVO
28,9,62,52,167,138,GRADUADO
21,1,5,5,15,15,ACTIVO
21,1,5,5,15,15,ACTIVO
33,5,5,5,14,14,DESERTOR
25,1,5,4,13,10,ACTIVO
20,1,8,2,24,6,ACTIVO
30,8,53,49,143,131,ACTIVO
30,10,40,37,113,103,GRADUADO
20,1,5,5,15,15,ACTIVO
24,3,29,12,83,34,ACTIVO
22,2,6,6,15,15,DESERTOR
25,2,7,6,19,16,ACTIVO
26,1,12,10,32,26,DESERTOR
27,1,5,0,15,0,ACTIVO
21,1,17,10,50,28,DESERTOR
20,3,24,17,65,44,ACTIVO
26,3,28,19,80,52,DESERTOR
28,10,41,41,112,112,GRADUADO
28,3,12,3,34,8,DESERTOR
25,1,5,0,16,0,DESERTOR
24,8,70,50,187,131,ACTIVO
28,3,27,7,76,19,DESERTOR
32,10,34,31,34,31,GRADUADO
32,10,34,31,34,31,GRADUADO
25,10,83,69,210,170,GRADUADO
35,10,52,51,133,130,GRADUADO
23,1,6,1,17,3,DESERTOR
32,9,6,6,6,6,GRADUADO
26,1,17,1,44,3,DESERTOR
25,1,10,9,29,26,DESERTOR
28,3,13,8,37,24,DESERTOR
23,1,11,8,31,23,DESERTOR
21,1,5,3,15,10,ACTIVO
21,3,18,18,49,49,ACTIVO
24,4,28,22,76,60,ACTIVO
25,7,49,42,145,127,ACTIVO
29,7,45,44,129,128,ACTIVO
29,9,35,34,101,98,GRADUADO
20,2,6,6,17,17,ACTIVO
30,4,14,4,33,11,DESERTOR
31,2,10,8,26,20,DESERTOR
35,2,10,10,28,28,GRADUADO
35,2,10,10,28,28,GRADUADO
29,10,37,37,100,100,GRADUADO
37,10,77,56,215,149,GRADUADO
37,10,77,56,215,149,GRADUADO
31,9,58,55,157,147,GRADUADO
28,10,79,60,213,161,GRADUADO
28,10,79,60,213,161,GRADUADO
29,9,81,52,233,142,ACTIVO
20,6,35,35,100,100,ACTIVO
32,5,35,16,96,44,ACTIVO
38,10,44,40,59,54,GRADUADO
38,10,44,40,59,54,GRADUADO
30,8,49,49,137,137,ACTIVO
32,1,12,10,36,31,DESERTOR
21,4,23,22,62,59,ACTIVO
20,2,17,15,46,40,ACTIVO
21,4,21,19,58,51,ACTIVO
21,1,5,5,15,15,ACTIVO
22,1,5,1,15,3,ACTIVO
19,3,6,6,16,16,ACTIVO
19,2,6,6,15,15,ACTIVO
21,5,28,27,78,74,ACTIVO
23,3,17,13,46,35,ACTIVO
22,1,6,0,17,0,DESERTOR
20,5,37,29,99,77,ACTIVO
27,2,11,8,31,22,DESERTOR
27,10,82,58,223,157,ACTIVO
19,1,11,9,32,25,ACTIVO
26,2,17,13,45,33,ACTIVO
20,2,6,6,17,17,ACTIVO
26,7,45,42,133,126,ACTIVO
19,2,6,5,16,13,ACTIVO
19,1,5,5,15,15,ACTIVO
21,4,24,24,65,65,ACTIVO
26,10,80,72,187,173,GRADUADO
26,10,80,72,187,173,GRADUADO
21,3,27,22,75,58,ACTIVO
20,2,5,5,14,14,ACTIVO
22,2,27,11,74,28,ACTIVO
22,4,24,24,65,65,ACTIVO
33,2,11,11,31,31,ACTIVO
23,3,24,17,66,45,ACTIVO
25,10,69,59,189,159,GRADUADO
25,10,69,59,189,159,GRADUADO
25,10,62,60,167,161,GRADUADO
28,2,11,8,31,22,DESERTOR
19,2,6,6,16,16,ACTIVO
19,1,5,5,15,15,ACTIVO
18,2,11,11,31,31,ACTIVO
24,2,10,4,31,13,DESERTOR
27,10,59,57,161,155,GRADUADO
20,2,4,4,11,11,ACTIVO
25,2,11,8,29,21,ACTIVO
23,5,34,30,97,84,ACTIVO
27,10,66,64,171,165,GRADUADO
20,2,3,2,8,6,ACTIVO
28,4,36,17,104,51,DESERTOR
21,6,35,35,100,100,ACTIVO
24,1,6,5,17,14,DESERTOR
28,4,21,20,57,54,ACTIVO
18,1,10,5,28,14,ACTIVO
23,6,34,34,94,94,ACTIVO
25,7,59,42,168,115,ACTIVO
21,2,5,5,14,14,ACTIVO
22,7,52,43,148,122,ACTIVO
25,7,45,41,133,118,ACTIVO
21,2,13,12,35,32,ACTIVO
29,5,28,24,77,66,ACTIVO
32,10,35,33,36,34,GRADUADO
26,10,67,60,183,161,GRADUADO
27,2,8,6,22,17,DESERTOR
30,2,12,5,35,15,DESERTOR
32,10,42,37,42,37,GRADUADO
32,10,42,37,42,37,GRADUADO
30,10,28,27,28,27,GRADUADO
24,4,25,11,65,30,ACTIVO
28,10,85,57,242,153,GRADUADO
20,3,9,9,24,24,ACTIVO
27,10,64,55,170,145,ACTIVO
18,1,12,7,33,19,DESERTOR
21,5,35,34,100,97,ACTIVO
25,4,31,21,82,55,ACTIVO
28,10,33,33,91,91,GRADUADO
27,2,15,8,44,24,DESERTOR
35,5,13,11,33,29,DESERTOR
29,10,50,35,51,35,GRADUADO
28,3,3,0,10,0,DESERTOR
23,10,66,59,183,159,ACTIVO
20,5,35,33,101,94,ACTIVO
38,9,49,46,126,119,GRADUADO
22,3,23,18,63,48,ACTIVO
25,4,25,25,66,66,ACTIVO
21,2,19,6,54,17,ACTIVO
21,1,5,2,15,6,ACTIVO
27,10,58,53,158,141,GRADUADO
30,6,38,32,112,95,ACTIVO
22,4,22,18,58,46,ACTIVO
30,6,37,30,106,87,DESERTOR
23,2,5,5,14,14,ACTIVO
30,4,24,14,63,35,DESERTOR
30,10,76,54,207,145,ACTIVO
30,10,76,54,207,145,ACTIVO
25,10,71,71,183,183,GRADUADO
25,10,71,71,183,183,GRADUADO
28,8,60,37,171,103,ACTIVO
36,10,53,39,146,102,GRADUADO
21,2,11,9,30,25,ACTIVO
35,10,29,24,29,24,GRADUADO
35,10,29,24,29,24,GRADUADO
29,10,27,26,27,26,GRADUADO
30,9,36,36,97,97,GRADUADO
26,5,39,25,106,69,DESERTOR
29,1,6,1,18,2,DESERTOR
19,4,25,24,68,65,ACTIVO
23,5,22,21,59,56,ACTIVO
23,1,6,3,17,8,DESERTOR
26,1,5,5,15,15,DESERTOR
23,7,37,37,106,106,ACTIVO
24,5,35,28,99,78,ACTIVO
21,3,18,18,49,49,ACTIVO
23,1,6,3,17,8,DESERTOR
30,10,26,25,26,25,GRADUADO
30,2,13,8,37,23,ACTIVO
25,1,11,8,32,23,DESERTOR
11,9,29,28,29,28,GRADUADO
35,1,6,2,18,6,DESERTOR
31,6,41,32,113,88,ACTIVO
38,10,33,33,91,91,GRADUADO
25,10,81,60,221,161,GRADUADO
29,10,61,60,164,160,GRADUADO
29,10,54,46,150,124,GRADUADO
35,10,18,18,18,18,GRADUADO
25,4,27,25,74,69,ACTIVO
24,3,20,18,59,52,DESERTOR
25,9,60,57,164,155,ACTIVO
27,10,65,59,176,159,GRADUADO
33,4,12,7,35,20,DESERTOR
29,10,58,58,157,157,ACTIVO
37,10,27,23,27,23,GRADUADO
23,5,27,23,72,59,ACTIVO
20,1,5,4,15,12,ACTIVO
27,10,71,60,194,161,GRADUADO
37,10,26,25,26,25,GRADUADO
30,10,69,69,180,179,GRADUADO
30,10,69,69,180,179,GRADUADO
32,10,31,30,31,30,GRADUADO
20,4,33,27,91,73,ACTIVO
28,2,7,7,23,23,DESERTOR
29,5,32,28,89,76,ACTIVO
31,8,45,45,121,121,ACTIVO
30,10,48,48,125,125,GRADUADO
29,2,17,10,46,27,ACTIVO
29,3,12,12,34,34,DESERTOR
28,9,92,76,247,202,GRADUADO
28,9,92,76,247,202,GRADUADO
28,9,92,76,247,202,GRADUADO
29,2,28,13,85,37,DESERTOR
20,1,5,0,15,0,ACTIVO
23,5,36,31,99,84,ACTIVO
28,7,48,37,129,99,DESERTOR
22,5,22,22,59,59,ACTIVO
19,1,4,0,12,0,ACTIVO
31,9,67,40,185,109,ACTIVO
32,10,31,30,87,85,GRADUADO
28,10,60,54,161,143,GRADUADO
28,10,60,54,161,143,GRADUADO
22,2,10,10,29,29,ACTIVO
29,9,61,43,172,116,GRADUADO
29,10,52,48,143,130,GRADUADO
33,2,12,8,33,22,DESERTOR
30,10,54,54,143,143,GRADUADO
23,7,50,42,146,121,ACTIVO
33,10,30,30,85,85,GRADUADO
34,10,51,50,139,136,GRADUADO
27,9,52,49,135,127,GRADUADO
35,9,30,22,30,22,GRADUADO
30,1,13,5,41,15,DESERTOR
30,3,21,11,61,32,DESERTOR
28,5,25,21,71,58,ACTIVO
27,10,64,60,175,162,GRADUADO
31,1,6,6,16,16,ACTIVO
27,10,47,47,123,123,GRADUADO
18,1,5,0,15,0,ACTIVO
28,10,54,54,143,143,GRADUADO
32,1,13,0,41,0,DESERTOR
30,9,47,46,125,122,GRADUADO
29,10,80,51,220,139,GRADUADO
29,1,7,4,18,11,DESERTOR
29,6,19,10,55,29,DESERTOR
25,10,63,60,170,161,GRADUADO
39,10,56,52,152,139,GRADUADO
30,10,31,26,31,26,GRADUADO
26,4,3,1,9,3,ACTIVO
23,9,60,55,168,150,ACTIVO
29,9,39,39,108,108,GRADUADO
24,6,45,35,129,98,ACTIVO
26,8,41,41,121,121,ACTIVO
29,10,62,60,168,161,GRADUADO
23,10,60,60,161,161,GRADUADO
33,2,8,6,25,18,DESERTOR
27,3,42,4,118,12,DESERTOR
32,10,63,60,171,161,GRADUADO
22,6,40,40,115,115,ACTIVO
36,7,39,35,115,103,DESERTOR
27,2,16,12,47,34,DESERTOR
32,10,61,60,164,161,GRADUADO
32,10,61,60,164,161,GRADUADO
32,1,17,15,38,35,GRADUADO
48,10,15,13,15,13,GRADUADO
33,10,28,27,28,27,GRADUADO
33,10,28,21,29,22,GRADUADO
30,10,38,35,106,96,GRADUADO
22,8,63,55,172,147,ACTIVO
25,9,73,60,201,161,GRADUADO
27,1,6,0,18,0,DESERTOR
33,10,75,59,197,152,GRADUADO
33,10,75,59,197,152,GRADUADO
31,6,36,33,102,94,ACTIVO
28,3,26,13,74,37,DESERTOR
26,9,52,52,137,137,GRADUADO
24,1,6,6,18,18,DESERTOR
28,10,32,32,88,88,GRADUADO
35,10,36,31,96,81,GRADUADO
27,1,4,1,13,3,DESERTOR
32,1,6,0,18,0,DESERTOR
35,9,38,38,106,106,GRADUADO
28,10,32,32,88,88,GRADUADO
27,10,64,60,173,161,GRADUADO
22,1,6,6,15,15,DESERTOR
31,9,69,55,188,148,ACTIVO
31,7,48,41,136,115,ACTIVO
29,10,64,54,167,143,GRADUADO
25,8,52,50,145,139,ACTIVO
36,9,55,51,151,138,GRADUADO
24,2,21,10,64,30,DESERTOR
28,10,61,59,165,159,GRADUADO
27,2,17,13,51,37,DESERTOR
35,10,52,51,141,135,GRADUADO
29,8,57,37,158,98,ACTIVO
31,1,26,4,79,12,DESERTOR
27,10,60,60,161,161,GRADUADO
28,3,6,6,16,16,DESERTOR
29,1,9,4,28,13,DESERTOR
28,8,42,38,118,106,ACTIVO
39,8,48,45,132,122,ACTIVO
34,1,11,8,31,22,ACTIVO
27,9,49,49,128,128,GRADUADO
28,4,19,17,48,44,DESERTOR
34,2,13,7,39,19,DESERTOR
27,7,55,44,156,123,DESERTOR
30,1,10,3,30,10,DESERTOR
25,9,57,56,156,153,GRADUADO
25,9,57,56,156,153,GRADUADO
22,8,61,53,161,136,ACTIVO
29,10,52,49,137,128,GRADUADO
38,10,67,60,180,161,GRADUADO
38,10,67,60,180,161,GRADUADO
25,2,10,0,25,0,DESERTOR
18,10,39,37,39,37,GRADUADO
30,10,29,29,84,84,GRADUADO
27,7,44,40,124,111,ACTIVO
25,8,47,41,132,114,ACTIVO
35,5,47,19,133,52,ACTIVO
34,10,48,47,126,123,GRADUADO
33,5,40,25,110,69,ACTIVO
21,6,38,38,108,108,ACTIVO
36,10,62,60,168,161,GRADUADO
36,10,62,60,168,161,GRADUADO
34,1,6,5,18,15,DESERTOR
33,1,6,5,18,15,DESERTOR
30,1,10,2,29,5,ACTIVO
29,9,69,45,190,119,ACTIVO
33,8,59,27,132,53,DESERTOR
36,1,6,1,17,2,DESERTOR
28,10,40,39,109,106,GRADUADO
26,10,64,60,173,162,GRADUADO
34,10,39,39,110,110,GRADUADO
34,7,37,32,100,87,ACTIVO
33,9,19,19,19,19,GRADUADO
31,2,13,13,33,33,ACTIVO
41,4,13,10,32,23,DESERTOR
25,10,60,60,161,161,GRADUADO
26,10,59,57,157,151,GRADUADO
26,10,59,57,157,151,GRADUADO
21,3,13,11,36,30,ACTIVO
29,8,57,51,163,142,ACTIVO
31,10,39,39,106,106,GRADUADO
27,1,6,0,18,0,DESERTOR
25,10,64,60,173,161,GRADUADO
26,9,54,42,150,116,ACTIVO
32,9,69,54,183,140,GRADUADO
24,3,32,19,86,50,ACTIVO
32,2,12,12,36,36,DESERTOR
30,1,68,4,186,10,DESERTOR
38,10,27,26,63,61,GRADUADO
38,10,27,26,63,61,GRADUADO
24,10,62,60,167,161,GRADUADO
24,8,62,42,170,113,ACTIVO
30,9,62,60,168,161,ACTIVO
37,10,49,43,126,109,GRADUADO
46,3,29,23,78,64,GRADUADO
36,6,56,27,151,76,DESERTOR
39,10,38,35,103,93,GRADUADO
33,10,57,54,152,143,GRADUADO
34,3,6,5,17,14,ACTIVO
34,1,5,0,14,0,DESERTOR
32,10,23,23,45,45,GRADUADO
32,10,23,23,45,45,GRADUADO
32,10,69,50,187,131,GRADUADO
32,10,69,50,187,131,GRADUADO
35,10,23,23,44,44,GRADUADO
35,10,23,23,44,44,GRADUADO
40,1,4,4,13,13,GRADUADO
36,10,49,47,129,123,GRADUADO
34,10,9,5,9,5,DESERTOR
24,9,60,58,162,155,ACTIVO
28,10,56,54,148,141,GRADUADO
39,5,11,9,32,28,DESERTOR
20,2,4,4,11,11,ACTIVO
39,10,12,11,12,11,GRADUADO
21,2,10,10,29,29,ACTIVO
26,8,52,48,145,131,ACTIVO
36,5,12,11,33,32,DESERTOR
33,9,35,33,97,91,GRADUADO
26,8,44,40,130,118,ACTIVO
35,6,18,6,50,17,DESERTOR
30,1,5,5,10,10,GRADUADO
30,9,91,45,252,121,GRADUADO
27,7,46,40,133,112,ACTIVO
30,4,29,19,83,53,ACTIVO
21,1,5,5,15,15,ACTIVO
19,2,11,11,31,31,ACTIVO
31,2,5,5,14,14,ACTIVO
21,5,32,28,88,77,ACTIVO
33,2,31,9,93,25,DESERTOR
38,10,29,29,29,29,GRADUADO
38,10,29,29,29,29,GRADUADO
27,10,62,52,171,140,GRADUADO
32,10,24,22,24,22,GRADUADO
29,2,24,12,70,33,DESERTOR
32,10,54,45,147,121,GRADUADO
21,4,29,23,79,62,ACTIVO
30,9,59,47,166,129,ACTIVO
26,1,5,5,15,15,ACTIVO
28,2,6,0,17,0,DESERTOR
28,9,69,59,184,158,ACTIVO
19,3,6,6,17,17,ACTIVO
19,2,19,17,52,46,ACTIVO
23,4,33,18,90,48,ACTIVO
28,2,12,10,33,27,ACTIVO
37,6,10,5,21,5,GRADUADO
28,10,33,33,90,90,GRADUADO
30,3,3,1,9,3,DESERTOR
20,2,11,11,31,31,ACTIVO
24,10,62,60,167,161,GRADUADO
24,10,62,60,167,161,GRADUADO
29,1,6,2,17,7,DESERTOR
32,2,14,6,43,17,DESERTOR
30,9,69,56,182,147,GRADUADO
30,9,69,56,182,147,GRADUADO
25,1,6,0,18,0,DESERTOR
31,7,64,36,172,93,DESERTOR
24,6,35,32,105,95,ACTIVO
30,7,27,9,70,24,ACTIVO
33,10,51,34,52,34,GRADUADO
30,8,61,39,167,105,ACTIVO
41,10,25,24,25,24,GRADUADO
20,4,28,25,76,67,ACTIVO
30,1,6,3,17,9,DESERTOR
29,4,24,17,64,45,ACTIVO
22,7,38,36,108,100,ACTIVO
34,10,46,42,119,108,GRADUADO
34,10,46,42,119,108,GRADUADO
35,10,9,8,9,8,GRADUADO
25,4,28,26,77,73,ACTIVO
32,1,6,4,17,12,DESERTOR
34,6,2,2,2,2,DESERTOR
29,1,5,4,13,10,DESERTOR
24,2,5,5,14,14,ACTIVO
22,5,47,29,135,82,ACTIVO
37,9,19,17,19,17,GRADUADO
22,4,29,21,78,57,ACTIVO
33,10,43,38,113,96,GRADUADO
26,7,54,37,158,104,ACTIVO
27,2,9,3,28,8,DESERTOR
29,10,45,39,115,101,GRADUADO
29,10,45,39,115,101,GRADUADO
27,4,37,24,103,66,ACTIVO
20,4,30,25,82,68,ACTIVO
32,10,40,39,103,100,GRADUADO
42,9,35,32,55,52,DESERTOR
42,9,35,32,55,52,DESERTOR
36,10,21,21,21,21,GRADUADO
26,10,57,56,153,150,GRADUADO
22,1,6,2,17,5,DESERTOR
28,3,23,15,64,42,ACTIVO
23,10,65,60,177,161,GRADUADO
29,10,72,70,187,181,GRADUADO
37,5,71,14,189,38,ACTIVO
37,2,12,11,28,26,GRADUADO
33,3,6,2,18,4,DESERTOR
37,7,3,2,10,6,ACTIVO
25,1,5,1,16,3,DESERTOR
33,9,39,23,39,23,GRADUADO
33,10,51,51,137,137,GRADUADO
49,2,13,12,30,28,ACTIVO
19,1,12,8,34,22,ACTIVO
30,10,33,31,92,86,GRADUADO
44,6,5,5,5,5,ACTIVO
25,1,14,0,42,0,DESERTOR
24,3,19,5,48,13,ACTIVO
34,10,43,42,114,111,GRADUADO
34,10,43,42,114,111,GRADUADO
30,6,39,37,114,107,ACTIVO
34,9,34,34,50,50,GRADUADO
34,9,34,34,50,50,GRADUADO
44,10,41,29,41,29,GRADUADO
44,10,41,29,41,29,GRADUADO
12,9,32,32,87,87,GRADUADO
25,6,51,27,141,74,ACTIVO
36,10,51,44,129,114,GRADUADO
21,1,11,10,31,28,ACTIVO
19,1,9,2,28,5,ACTIVO
35,10,40,36,105,93,GRADUADO
32,1,5,1,15,2,DESERTOR
43,1,1,1,3,3,ACTIVO
27,10,73,54,188,142,GRADUADO
27,10,73,54,188,142,GRADUADO
27,1,6,5,18,16,DESERTOR
49,1,7,7,20,20,GRADUADO
46,2,12,12,33,33,GRADUADO
32,1,5,5,13,13,DESERTOR
24,6,30,28,83,76,ACTIVO
32,8,35,29,97,80,ACTIVO
27,3,20,10,59,28,DESERTOR
27,1,6,6,18,18,DESERTOR
32,6,49,30,143,84,ACTIVO
26,1,12,0,34,0,DESERTOR
36,10,66,60,178,161,GRADUADO
39,1,21,3,67,10,DESERTOR
32,1,11,9,23,17,DESERTOR
25,7,37,36,103,100,ACTIVO
23,5,46,31,130,83,ACTIVO
30,1,5,5,15,15,DESERTOR
32,10,64,60,173,161,GRADUADO
32,10,64,60,173,161,GRADUADO
23,7,46,45,134,131,ACTIVO
33,10,13,13,13,13,GRADUADO
22,3,20,16,54,44,ACTIVO
23,10,50,48,126,122,ACTIVO
27,10,61,60,164,161,GRADUADO
27,10,61,60,164,161,GRADUADO
30,5,34,23,95,62,ACTIVO
28,1,6,2,18,5,DESERTOR
24,9,54,52,142,137,GRADUADO
58,2,9,9,25,25,GRADUADO
28,4,20,19,52,49,ACTIVO
22,2,6,6,16,16,ACTIVO
20,3,22,19,59,50,ACTIVO
28,10,58,58,157,157,ACTIVO
31,10,70,57,188,151,ACTIVO
26,10,68,60,184,161,GRADUADO
26,10,68,60,184,161,GRADUADO
31,9,66,60,176,161,GRADUADO
25,2,14,6,44,18,DESERTOR
25,6,30,29,81,79,ACTIVO
37,10,40,34,98,82,GRADUADO
30,7,57,43,150,112,ACTIVO
25,9,62,60,168,161,GRADUADO
25,9,62,60,168,161,GRADUADO
24,1,4,4,10,10,DESERTOR
28,9,71,60,194,161,GRADUADO
34,1,6,0,18,0,DESERTOR
32,10,37,36,44,43,GRADUADO
29,7,49,41,138,115,ACTIVO
11,10,25,23,25,23,GRADUADO
28,2,35,12,100,35,DESERTOR
28,5,8,4,21,11,DESERTOR
33,1,5,1,15,3,DESERTOR
31,10,59,46,125,102,GRADUADO
33,10,30,30,84,84,GRADUADO
20,3,11,9,30,24,ACTIVO
38,1,6,0,18,0,DESERTOR
23,1,4,0,11,0,ACTIVO
27,10,54,49,144,131,GRADUADO
31,10,47,41,123,108,GRADUADO
23,2,19,10,52,27,ACTIVO
30,9,38,38,59,59,GRADUADO
30,9,38,38,59,59,GRADUADO
31,10,59,48,166,133,GRADUADO
31,10,59,48,166,133,GRADUADO
44,10,64,45,173,118,GRADUADO
25,7,53,41,147,112,DESERTOR
36,10,23,23,23,23,GRADUADO
38,2,12,6,33,17,ACTIVO
38,10,42,35,90,80,GRADUADO
29,10,45,42,117,108,GRADUADO
32,1,9,5,28,15,DESERTOR
29,10,39,38,111,108,GRADUADO
24,2,17,13,49,36,DESERTOR
27,3,23,15,65,41,DESERTOR
42,1,6,6,6,6,GRADUADO
29,7,17,14,48,39,ACTIVO
29,6,41,36,118,102,ACTIVO
45,10,60,60,161,161,GRADUADO
45,10,60,60,161,161,GRADUADO
42,10,14,14,14,14,GRADUADO
29,6,40,28,120,82,ACTIVO
34,9,67,59,174,151,GRADUADO
29,10,60,55,159,146,GRADUADO
28,9,56,55,149,146,GRADUADO
36,10,51,35,133,89,DESERTOR
27,1,11,5,33,15,DESERTOR
33,4,6,4,16,10,DESERTOR
25,8,49,48,137,133,ACTIVO
26,1,11,9,34,27,DESERTOR
21,3,22,17,57,45,DESERTOR
36,10,26,20,26,20,GRADUADO
38,9,14,5,14,5,ACTIVO
46,3,7,7,7,7,GRADUADO
24,9,49,49,131,131,ACTIVO
31,2,12,10,36,29,DESERTOR
49,4,14,14,52,50,ACTIVO
22,4,26,20,69,52,ACTIVO
27,10,63,60,170,161,GRADUADO
36,10,46,35,118,89,GRADUADO
31,10,33,33,90,90,GRADUADO
31,10,43,38,101,96,GRADUADO
23,1,10,0,28,0,DESERTOR
26,9,66,60,180,161,GRADUADO
19,2,6,6,17,17,ACTIVO
35,10,25,24,25,24,GRADUADO
36,2,8,8,24,24,ACTIVO
22,5,33,31,91,85,ACTIVO
34,4,54,23,150,65,ACTIVO
23,8,46,44,125,119,ACTIVO
23,7,39,38,111,108,ACTIVO
22,5,18,18,49,49,ACTIVO
21,7,45,41,131,119,ACTIVO
24,5,28,24,75,63,ACTIVO
28,1,21,3,60,8,DESERTOR
19,1,4,4,11,11,ACTIVO
27,9,65,60,164,150,GRADUADO
27,9,65,60,164,150,GRADUADO
25,7,40,36,108,98,ACTIVO
23,4,29,19,78,52,ACTIVO
23,8,51,47,150,136,ACTIVO
27,4,21,19,57,51,ACTIVO
27,9,56,45,149,119,GRADUADO
28,2,20,7,62,19,DESERTOR
35,10,44,37,70,55,GRADUADO
35,10,44,37,70,55,GRADUADO
36,1,10,5,28,13,ACTIVO
34,3,6,4,16,11,DESERTOR
30,10,68,60,186,161,GRADUADO
35,9,36,29,36,29,GRADUADO
33,10,21,21,42,42,GRADUADO
33,10,21,21,42,42,GRADUADO
59,1,4,4,12,12,GRADUADO
35,10,13,13,13,13,GRADUADO
20,5,35,34,101,97,ACTIVO
29,2,9,9,24,24,ACTIVO
31,7,26,26,71,71,DESERTOR
23,1,6,3,18,8,DESERTOR
25,4,30,18,84,49,ACTIVO
31,2,18,14,54,40,DESERTOR
28,6,45,31,127,85,DESERTOR
19,2,6,6,16,16,ACTIVO
19,1,5,5,15,15,ACTIVO
21,1,5,4,15,13,ACTIVO
21,5,36,33,103,93,ACTIVO
52,2,11,11,33,33,GRADUADO
45,10,27,26,68,65,GRADUADO
28,8,63,48,172,130,ACTIVO
21,2,18,7,49,19,ACTIVO
39,10,64,49,170,128,GRADUADO
24,2,11,10,31,27,ACTIVO
28,7,70,29,191,77,ACTIVO
23,6,31,31,87,87,ACTIVO
29,5,27,24,71,62,ACTIVO
27,2,16,16,40,40,DESERTOR
12,10,52,37,136,97,GRADUADO
20,1,5,5,15,15,ACTIVO
30,9,74,60,200,161,GRADUADO
28,8,68,40,194,113,ACTIVO
24,3,31,16,83,44,ACTIVO
34,5,34,28,96,77,DESERTOR
32,10,66,54,183,146,GRADUADO
32,10,66,54,183,146,GRADUADO
25,8,60,50,163,134,ACTIVO
22,8,51,51,142,142,ACTIVO
26,1,14,1,42,3,DESERTOR
26,1,5,0,14,0,ACTIVO
23,10,76,63,198,164,ACTIVO
23,10,76,63,198,164,ACTIVO
29,10,81,51,220,137,ACTIVO
29,10,33,33,90,90,GRADUADO
29,10,36,36,96,96,GRADUADO
33,10,22,22,22,22,GRADUADO
35,9,24,24,24,24,GRADUADO
23,9,60,60,161,161,ACTIVO
29,9,47,47,125,125,GRADUADO
26,2,18,16,53,46,DESERTOR
38,10,22,22,46,43,GRADUADO
38,10,22,22,46,43,GRADUADO
23,2,18,9,48,24,DESERTOR
30,1,6,0,18,0,DESERTOR
39,4,37,22,102,57,ACTIVO
28,10,47,45,123,121,GRADUADO
35,4,6,4,16,10,DESERTOR
62,10,58,54,75,71,GRADUADO
62,10,58,54,75,71,GRADUADO
47,10,32,26,32,26,GRADUADO
47,10,32,26,32,26,GRADUADO
33,4,28,23,79,66,DESERTOR
28,1,3,3,10,10,ACTIVO
30,10,78,70,183,161,GRADUADO
54,2,13,13,30,30,GRADUADO
34,3,21,17,62,50,DESERTOR
28,1,11,2,32,5,DESERTOR
34,9,45,33,127,90,GRADUADO
24,7,45,36,128,103,ACTIVO
24,5,28,22,79,59,ACTIVO
22,7,45,40,129,115,ACTIVO
28,2,5,1,15,3,ACTIVO
27,10,46,42,123,112,ACTIVO
43,2,11,11,33,33,GRADUADO
37,1,6,3,18,8,DESERTOR
28,2,15,12,40,32,DESERTOR
41,2,12,12,33,33,GRADUADO
54,10,28,28,79,79,GRADUADO
53,2,13,13,30,30,GRADUADO
30,9,76,71,201,187,GRADUADO
30,9,76,71,201,187,GRADUADO
30,9,76,71,201,187,GRADUADO
44,5,22,11,60,27,DESERTOR
41,10,46,44,121,114,GRADUADO
24,4,30,20,83,53,ACTIVO
31,4,10,7,28,20,DESERTOR
33,10,21,12,53,28,DESERTOR
49,3,12,11,35,32,DESERTOR
23,8,50,49,141,138,ACTIVO
35,6,39,34,108,94,ACTIVO
22,10,63,61,149,147,ACTIVO
